"","interviewee.id","interviewee.name","author.GRID","author.birthdate","author.town","author.gender.use","author.GRname","interviewee.birthdate","interviewee.town","interviewee.gender.use","interviewee.GRname","Date"
"58","1124","Anthony Bourdain","34391",1959-06-02,"Rochester, New York","f","Lydia Lunch",1956-06-25,"New York City, New York","m","Anthony Bourdain",2017-11-22
"59","1124","Anthony Bourdain","56064",1970-11-24,"Kingston","m","Marlon James",1956-06-25,"New York City, New York","m","Anthony Bourdain",2017-11-22
"61","1124","Anthony Bourdain","35389",1943-05-13,"Hollywood, CA","f","Eve Babitz",1956-06-25,"New York City, New York","m","Anthony Bourdain",2017-11-22
"62","1124","Anthony Bourdain","22854",1949-10-01,"Newark, New Jersey","m","Nick Tosches",1956-06-25,"New York City, New York","m","Anthony Bourdain",2017-11-22
"63","12504","Karin Slaughter","28509",1947-06-08,"Ames, Iowa","f","Sara Paretsky",1971-01-06,"","f","Karin Slaughter",2018-07-19
"64","12504","Karin Slaughter","13807841",NA,"","m","Max Porter",1971-01-06,"","f","Karin Slaughter",2018-07-19
"65","12504","Karin Slaughter","9559",1940-04-24,"Louisville, Kentucky","f","Sue Grafton",1971-01-06,"","f","Karin Slaughter",2018-07-19
"66","12504","Karin Slaughter","22694",1925-03-25,"Savannah, Georgia","f","Flannery O'Connor",1971-01-06,"","f","Karin Slaughter",2018-07-19
"67","12504","Karin Slaughter","3780",1947-03-22,"Newburgh, New York","m","James Patterson",1971-01-06,"","f","Karin Slaughter",2018-07-19
"68","12504","Karin Slaughter","24892",1970-01-01,"Washington, D.C.","m","Andrew Sean Greer",1971-01-06,"","f","Karin Slaughter",2018-07-19
"69","12504","Karin Slaughter","108774",NA,"","f","Alafair Burke",1971-01-06,"","f","Karin Slaughter",2018-07-19
"70","12504","Karin Slaughter","232069",1932-09-21,"","f","Shirley Conran",1971-01-06,"","f","Karin Slaughter",2018-07-19
"71","12504","Karin Slaughter","16502347",NA,"","f","Keri Leigh Merritt",1971-01-06,"","f","Karin Slaughter",2018-07-19
"72","12504","Karin Slaughter","21658",NA,"","m","Joseph Crespino",1971-01-06,"","f","Karin Slaughter",2018-07-19
"73","12504","Karin Slaughter","1362209",NA,"Rochester, New York","m","Benjamin Carter Hett",1971-01-06,"","f","Karin Slaughter",2018-07-19
"74","12504","Karin Slaughter","2868",1940-04-14,"","f","Angela Lambert",1971-01-06,"","f","Karin Slaughter",2018-07-19
"76","12504","Karin Slaughter","176372",1978-07-24,"Boston","f","Madeline Miller",1971-01-06,"","f","Karin Slaughter",2018-07-19
"77","12504","Karin Slaughter","15050458",NA,"","f","Sally Kimball",1971-01-06,"","f","Karin Slaughter",2018-07-19
"78","12504","Karin Slaughter","16272",1960-04-13,"The Hague","m","Michel Faber",1971-01-06,"","f","Karin Slaughter",2018-07-19
"79","12504","Karin Slaughter","5091",NA,"","m","Lee Child",1971-01-06,"","f","Karin Slaughter",2018-07-19
"80","12504","Karin Slaughter","6765",1882-01-25,"Kensington, Middlesex, England","f","Virginia Woolf",1971-01-06,"","f","Karin Slaughter",2018-07-19
"81","12504","Karin Slaughter","457",1941-10-25,"Minneapolis, Minnesota","f","Anne Tyler",1971-01-06,"","f","Karin Slaughter",2018-07-19
"82","12504","Karin Slaughter","435477",1930-09-25,"Chicago, IL","m","Shel Silverstein",1971-01-06,"","f","Karin Slaughter",2018-07-19
"83","12504","Karin Slaughter","16",1862-01-24,"New York City, NY","f","Edith Wharton",1971-01-06,"","f","Karin Slaughter",2018-07-19
"84","12504","Karin Slaughter","420064",NA,"Croydon, Surrey, England","f","Clare Chambers",1971-01-06,"","f","Karin Slaughter",2018-07-19
"85","12504","Karin Slaughter","23613",NA,"Dublin","f","Emma Donoghue",1971-01-06,"","f","Karin Slaughter",2018-07-19
"86","12915","Jane Green","387955",1835-01-29,"Cleveland, Ohio","f","Susan Coolidge",1968-05-31,"London","f","Jane Green",2017-07-27
"87","12915","Jane Green","3164188",NA,"Darlington","m","Nick Bilton",1968-05-31,"London","f","Jane Green",2017-07-27
"88","12915","Jane Green","8509174",1982-09-10,"Washington, DC","f","Cat Marnell",1968-05-31,"London","f","Jane Green",2017-07-27
"89","12915","Jane Green","16231256",NA,"","m","Gabriel Tallent",1968-05-31,"London","f","Jane Green",2017-07-27
"90","12915","Jane Green","1265",1775-12-16,"Steventon Rectory, Hampshire","f","Jane Austen",1968-05-31,"London","f","Jane Green",2017-07-27
"91","12915","Jane Green","13932",NA,"","f","Dani Shapiro",1968-05-31,"London","f","Jane Green",2017-07-27
"92","12915","Jane Green","27857",1970-10-08,"","f","Jenna Blum",1968-05-31,"London","f","Jane Green",2017-07-27
"93","12915","Jane Green","213562",NA,"","f","Pam Jenoff",1968-05-31,"London","f","Jane Green",2017-07-27
"94","12915","Jane Green","11624",1904-11-28,"London","f","Nancy Mitford",1968-05-31,"London","f","Jane Green",2017-07-27
"95","12915","Jane Green","109972",1934-01-20,"Liverpool","m","Tom Baker",1968-05-31,"London","f","Jane Green",2017-07-27
"97","12915","Jane Green","61859",NA,"Phoenix, Arizona","f","Sarah Dunn",1968-05-31,"London","f","Jane Green",2017-07-27
"98","12915","Jane Green","14424896",NA,"London","f","Francesca Hornak",1968-05-31,"London","f","Jane Green",2017-07-27
"99","12915","Jane Green","15804",1950-01-01,"Rochester, New York","f","Marie Howe",1968-05-31,"London","f","Jane Green",2017-07-27
"100","12915","Jane Green","72027",NA,"New York City, NY","f","Jean Hanff Korelitz",1968-05-31,"London","f","Jane Green",2017-07-27
"101","12915","Jane Green","9950",1949-01-01,"Brooklyn, New York City","m","Ron Chernow",1968-05-31,"London","f","Jane Green",2017-07-27
"102","12915","Jane Green","7382108",NA,"","f","Courtney Maum",1968-05-31,"London","f","Jane Green",2017-07-27
"103","12915","Jane Green","7382061",NA,"","f","Chloe Benjamin",1968-05-31,"London","f","Jane Green",2017-07-27
"104","12915","Jane Green","133325",NA,"","f","Caroline Leavitt",1968-05-31,"London","f","Jane Green",2017-07-27
"105","12915","Jane Green","28345",1952-06-20,"Calcutta (now Kolkata), West Bengal","m","Vikram Seth",1968-05-31,"London","f","Jane Green",2017-07-27
"106","12915","Jane Green","486136",NA,"","f","J. Courtney Sullivan",1968-05-31,"London","f","Jane Green",2017-07-27
"107","12915","Jane Green","133643",NA,"","m","John Searles",1968-05-31,"London","f","Jane Green",2017-07-27
"108","12915","Jane Green","157146",NA,"Cambridge","f","Christina Baker Kline",1968-05-31,"London","f","Jane Green",2017-07-27
"109","12915","Jane Green","395812",NA,"","m","Yuval Noah Harari",1968-05-31,"London","f","Jane Green",2017-07-27
"110","12915","Jane Green","5300",1867-02-07,"near Pepin, Wisconsin","f","Laura Ingalls Wilder",1968-05-31,"London","f","Jane Green",2017-07-27
"111","12984","Joseph Kanon","26006",1909-06-28,"London","m","Eric Ambler",1946-01-01,"","m","Joseph Kanon",2017-06-15
"112","12984","Joseph Kanon","818808",1970-02-04,"Zweibrücken","m","Norman Ohler",1946-01-01,"","m","Joseph Kanon",2017-06-15
"113","12984","Joseph Kanon","504377",1906-12-27,"","m","Oscar Levant",1946-01-01,"","m","Joseph Kanon",2017-06-15
"114","12984","Joseph Kanon","17241",1532-11-30,"Guyenne","m","Michel de Montaigne",1946-01-01,"","m","Joseph Kanon",2017-06-15
"115","12984","Joseph Kanon","2533",1904-10-02,"Berkhamsted, Hertfordshire","m","Graham Greene",1946-01-01,"","m","Joseph Kanon",2017-06-15
"116","12984","Joseph Kanon","44085",1943-01-01,"Naples","f","Elena Ferrante",1946-01-01,"","m","Joseph Kanon",2017-06-15
"117","12984","Joseph Kanon","101398",1935-01-08,"New York City","m","Robert Littell",1946-01-01,"","m","Joseph Kanon",2017-06-15
"118","12984","Joseph Kanon","282390",1971-03-13,"","m","Viet Thanh Nguyen",1946-01-01,"","m","Joseph Kanon",2017-06-15
"119","12984","Joseph Kanon","126491",1926-06-28,"Brooklyn, New York","m","Mel Brooks",1946-01-01,"","m","Joseph Kanon",2017-06-15
"120","12984","Joseph Kanon","163",1914-04-04,"Gia-Dinh","f","Marguerite Duras",1946-01-01,"","m","Joseph Kanon",2017-06-15
"121","12984","Joseph Kanon","11713",1924-04-15,"Cesenatico","f","Marcella Hazan",1946-01-01,"","m","Joseph Kanon",2017-06-15
"123","12984","Joseph Kanon","2849",1956-12-26,"Binghamton, New York","m","David Sedaris",1946-01-01,"","m","Joseph Kanon",2017-06-15
"124","12984","Joseph Kanon","10029",NA,"New York City, New York","m","Colson Whitehead",1946-01-01,"","m","Joseph Kanon",2017-06-15
"125","12984","Joseph Kanon","38706",1861-12-19,"Trieste (formerly of Austria)","m","Italo Svevo",1946-01-01,"","m","Joseph Kanon",2017-06-15
"126","12984","Joseph Kanon","49941",1941-02-20,"New York City","m","Alan Furst",1946-01-01,"","m","Joseph Kanon",2017-06-15
"127","12984","Joseph Kanon","1411964",1931-10-19,"Poole, Dorset, England","m","John le Carré",1946-01-01,"","m","Joseph Kanon",2017-06-15
"128","12984","Joseph Kanon","243930",NA,"","m","Timothy Snyder",1946-01-01,"","m","Joseph Kanon",2017-06-15
"129","12984","Joseph Kanon","2904306",NA,"","m","Karl Marlantes",1946-01-01,"","m","Joseph Kanon",2017-06-15
"131","12984","Joseph Kanon","173",1819-11-22,"South Farm, Arbury Hall, Nuneaton, Warwickshire","f","George Eliot",1946-01-01,"","m","Joseph Kanon",2017-06-15
"132","12984","Joseph Kanon","11624",1904-11-28,"London","f","Nancy Mitford",1946-01-01,"","m","Joseph Kanon",2017-06-15
"133","12984","Joseph Kanon","11315",1903-10-28,"Combe Florey, Somerset, England","m","Evelyn Waugh",1946-01-01,"","m","Joseph Kanon",2017-06-15
"134","12984","Joseph Kanon","148413",1915-02-11,"London","m","Patrick Leigh Fermor",1946-01-01,"","m","Joseph Kanon",2017-06-15
"135","12984","Joseph Kanon","327983",NA,"Baltimore, Maryland","m","Olen Steinhauer",1946-01-01,"","m","Joseph Kanon",2017-06-15
"137","12984","Joseph Kanon","159",1843-04-15,"New York, New York","m","Henry James",1946-01-01,"","m","Joseph Kanon",2017-06-15
"138","12984","Joseph Kanon","3407",1946-12-14,"","m","Antony Beevor",1946-01-01,"","m","Joseph Kanon",2017-06-15
"139","12984","Joseph Kanon","16747",1880-11-06,"Klagenfurt","m","Robert Musil",1946-01-01,"","m","Joseph Kanon",2017-06-15
"140","13161319","Jeffrey Tambor","6410",1931-07-10,"Wingham, Ontario","f","Alice Munro",1944-07-08,"","m","Jeffrey Tambor",2017-05-18
"141","13161319","Jeffrey Tambor","7113",NA,"San Francisco, California","f","Anne Lamott",1944-07-08,"","m","Jeffrey Tambor",2017-05-18
"142","13161319","Jeffrey Tambor","1856113",NA,"","m","Karan Mahajan",1944-07-08,"","m","Jeffrey Tambor",2017-05-18
"143","13161319","Jeffrey Tambor","655189",NA,"","m","Garry Shandling",1944-07-08,"","m","Jeffrey Tambor",2017-05-18
"144","13161319","Jeffrey Tambor","8885",1958-12-02,"Amarillo, Texas","m","George Saunders",1944-07-08,"","m","Jeffrey Tambor",2017-05-18
"145","13161319","Jeffrey Tambor","480760",NA,"","f","Jenny Boylan",1944-07-08,"","m","Jeffrey Tambor",2017-05-18
"146","13161319","Jeffrey Tambor","67899",1915-05-06,"Kenosha, Wisconsin, U.S.","m","Orson Welles",1944-07-08,"","m","Jeffrey Tambor",2017-05-18
"147","13161319","Jeffrey Tambor","49922",1904-10-24,"New York, New York","m","Moss Hart",1944-07-08,"","m","Jeffrey Tambor",2017-05-18
"148","13161319","Jeffrey Tambor","8120",1915-10-17,"New York, New York","m","Arthur Miller",1944-07-08,"","m","Jeffrey Tambor",2017-05-18
"149","13161319","Jeffrey Tambor","186673",1951-07-08,"Santa Monica, CA","f","Anjelica Huston",1944-07-08,"","m","Jeffrey Tambor",2017-05-18
"150","13161319","Jeffrey Tambor","5031025",1860-01-29,"Taganrog","m","Anton Chekhov",1944-07-08,"","m","Jeffrey Tambor",2017-05-18
"151","13161319","Jeffrey Tambor","4391",1915-06-10,"Lachine, Quebec","m","Saul Bellow",1944-07-08,"","m","Jeffrey Tambor",2017-05-18
"152","13161319","Jeffrey Tambor","3167",1923-05-01,"Brooklyn, New York","m","Joseph Heller",1944-07-08,"","m","Jeffrey Tambor",2017-05-18
"154","13161319","Jeffrey Tambor","2408",1948-06-21,"Aldershot, England","m","Ian McEwan",1944-07-08,"","m","Jeffrey Tambor",2017-05-18
"155","13161319","Jeffrey Tambor","463",1933-03-19,"Newark, New Jersey","m","Philip Roth",1944-07-08,"","m","Jeffrey Tambor",2017-05-18
"156","13161319","Jeffrey Tambor","2849",1956-12-26,"Binghamton, New York","m","David Sedaris",1944-07-08,"","m","Jeffrey Tambor",2017-05-18
"157","13161319","Jeffrey Tambor","2899420",NA,"","m","Norman Lear",1944-07-08,"","m","Jeffrey Tambor",2017-05-18
"158","13161319","Jeffrey Tambor","2778055",1922-11-11,"Indianapolis, Indiana","m","Kurt Vonnegut Jr.",1944-07-08,"","m","Jeffrey Tambor",2017-05-18
"159","13161319","Jeffrey Tambor","86404",1879-01-01,"Marylebone, London, England","m","E.M. Forster",1944-07-08,"","m","Jeffrey Tambor",2017-05-18
"160","13161319","Jeffrey Tambor","12470",NA,"Philadelphia, Pennsylvania","m","Michael Connelly",1944-07-08,"","m","Jeffrey Tambor",2017-05-18
"161","13161319","Jeffrey Tambor","172829",NA,"","m","David Cross",1944-07-08,"","m","Jeffrey Tambor",2017-05-18
"162","13161319","Jeffrey Tambor","2578",1959-08-17,"Chicago, Illinois","m","Jonathan Franzen",1944-07-08,"","m","Jeffrey Tambor",2017-05-18
"163","13161319","Jeffrey Tambor","236007",1949-09-23,"Long Branch, New Jersey","m","Bruce Springsteen",1944-07-08,"","m","Jeffrey Tambor",2017-05-18
"165","13161319","Jeffrey Tambor","12942",NA,"Elizabeth, New Jersey","f","Judy Blume",1944-07-08,"","m","Jeffrey Tambor",2017-05-18
"167","13161319","Jeffrey Tambor","155717",NA,"","f","Cheryl Strayed",1944-07-08,"","m","Jeffrey Tambor",2017-05-18
"168","13161319","Jeffrey Tambor","61105",1904-03-02,"Springfield, MA","m","Dr. Seuss",1944-07-08,"","m","Jeffrey Tambor",2017-05-18
"170","13161319","Jeffrey Tambor","14196420",NA,"","f","Imbolo Mbue",1944-07-08,"","m","Jeffrey Tambor",2017-05-18
"171","13161319","Jeffrey Tambor","99406",1889-11-16,"Pittsburgh, Pennsylvania","m","George S. Kaufman",1944-07-08,"","m","Jeffrey Tambor",2017-05-18
"172","13311","Al Franken","55079",NA,"","m","Norman J. Ornstein",1951-05-21,"New York, New York","m","Al Franken",2017-05-25
"173","13311","Al Franken","395812",NA,"","m","Yuval Noah Harari",1951-05-21,"New York, New York","m","Al Franken",2017-05-25
"174","13311","Al Franken","3122220",1969-10-25,"Toronto, Ontario","f","Samantha Bee",1951-05-21,"New York, New York","m","Al Franken",2017-05-25
"175","13311","Al Franken","15441",1943-03-26,"Geneva, Illinois","m","Bob Woodward",1951-05-21,"New York, New York","m","Al Franken",2017-05-25
"176","13311","Al Franken","140042",1922-03-20,"Bronx, New York","m","Carl Reiner",1951-05-21,"New York, New York","m","Al Franken",2017-05-25
"177","13311","Al Franken","6485944",NA,"","m","Sheldon Whitehouse",1951-05-21,"New York, New York","m","Al Franken",2017-05-25
"178","13311","Al Franken","165258",NA,"","m","Joshua Kurlantzick",1951-05-21,"New York, New York","m","Al Franken",2017-05-25
"179","13311","Al Franken","184936",NA,"","f","Carol Anderson",1951-05-21,"New York, New York","m","Al Franken",2017-05-25
"180","13311","Al Franken","4385839",1970-05-18,"Upper Darby, Pennsylvania","f","Tina Fey",1951-05-21,"New York, New York","m","Al Franken",2017-05-25
"181","13311","Al Franken","5877493",NA,"","f","Lena Dunham",1951-05-21,"New York, New York","m","Al Franken",2017-05-25
"182","13311","Al Franken","13672918",1981-06-01,"Manhattan","f","Amy Schumer",1951-05-21,"New York, New York","m","Al Franken",2017-05-25
"183","13311","Al Franken","3078",1965-11-05,"Brooklyn, New York","m","Atul Gawande",1951-05-21,"New York, New York","m","Al Franken",2017-05-25
"184","13311","Al Franken","1186184",NA,"Toronto","m","Paul Tough",1951-05-21,"New York, New York","m","Al Franken",2017-05-25
"185","13311","Al Franken","55080",NA,"","m","Thomas E. Mann",1951-05-21,"New York, New York","m","Al Franken",2017-05-25
"186","13311","Al Franken","15445",1944-02-14,"Washington, District of Colombia","m","Carl Bernstein",1951-05-21,"New York, New York","m","Al Franken",2017-05-25
"187","13311","Al Franken","203285",1977-04-23,"Erdington, Birmingham","m","John Oliver",1951-05-21,"New York, New York","m","Al Franken",2017-05-25
"188","13311","Al Franken","7350402",1971-09-16,"Newton, MA","f","Amy Poehler",1951-05-21,"New York, New York","m","Al Franken",2017-05-25
"189","13311","Al Franken","74417",NA,"","m","Dan Balz",1951-05-21,"New York, New York","m","Al Franken",2017-05-25
"190","13311","Al Franken","73021",1869-07-29,"Indianapolis, Indiana","m","Booth Tarkington",1951-05-21,"New York, New York","m","Al Franken",2017-05-25
"191","13311","Al Franken","1214964",1975-01-01,"Baltimore","m","Ta-Nehisi Coates",1951-05-21,"New York, New York","m","Al Franken",2017-05-25
"192","13982","John Hodgman","3389",NA,"Portland, Maine","m","Stephen King",1971-06-01,"Brookline, Massachusetts","m","John Hodgman",2017-11-30
"193","13982","John Hodgman","60571",NA,"","m","Michael Levine",1971-06-01,"Brookline, Massachusetts","m","John Hodgman",2017-11-30
"194","13982","John Hodgman","2715",1963-05-24,"Washington, District of Columbia","m","Michael Chabon",1971-06-01,"Brookline, Massachusetts","m","John Hodgman",2017-11-30
"195","13982","John Hodgman","988142",1899-07-11,"Mount Vernon, NY","m","E.B. White",1971-06-01,"Brookline, Massachusetts","m","John Hodgman",2017-11-30
"196","13982","John Hodgman","13084",1915-11-12,"Cherbourg","m","Roland Barthes",1971-06-01,"Brookline, Massachusetts","m","John Hodgman",2017-11-30
"197","13982","John Hodgman","55640",1964-12-11,"Jerusalem","f","Ayelet Waldman",1971-06-01,"Brookline, Massachusetts","m","John Hodgman",2017-11-30
"198","13982","John Hodgman","24690",1916-07-24,"Sharon, PA","m","John D. MacDonald",1971-06-01,"Brookline, Massachusetts","m","John Hodgman",2017-11-30
"199","13982","John Hodgman","6474",1927-03-18,"New York City","m","George Plimpton",1971-06-01,"Brookline, Massachusetts","m","John Hodgman",2017-11-30
"200","13982","John Hodgman","8726",1926-02-20,"Allendale, New Jersey","m","Richard Matheson",1971-06-01,"Brookline, Massachusetts","m","John Hodgman",2017-11-30
"201","13982","John Hodgman","1214964",1975-01-01,"Baltimore","m","Ta-Nehisi Coates",1971-06-01,"Brookline, Massachusetts","m","John Hodgman",2017-11-30
"202","13982","John Hodgman","8069716",1960-12-14,"","m","James Comey",1971-06-01,"Brookline, Massachusetts","m","John Hodgman",2017-11-30
"204","13982","John Hodgman","21578",1925-02-22,"Chicago, Illinois","m","Edward Gorey",1971-06-01,"Brookline, Massachusetts","m","John Hodgman",2017-11-30
"205","13982","John Hodgman","11679",1969-07-18,"Waterbury, Connecticut","f","Elizabeth Gilbert",1971-06-01,"Brookline, Massachusetts","m","John Hodgman",2017-11-30
"206","13982","John Hodgman","293",1937-07-03,"Zlín","m","Tom Stoppard",1971-06-01,"Brookline, Massachusetts","m","John Hodgman",2017-11-30
"207","13982","John Hodgman","4471966",1979-05-01,"","f","April Richardson",1971-06-01,"Brookline, Massachusetts","m","John Hodgman",2017-11-30
"208","13982","John Hodgman","500",1899-08-24,"Buenos Aires","m","Jorge Luis Borges",1971-06-01,"Brookline, Massachusetts","m","John Hodgman",2017-11-30
"209","13982","John Hodgman","13982",1971-06-01,"Brookline, Massachusetts","m","John Hodgman",1971-06-01,"Brookline, Massachusetts","m","John Hodgman",2017-11-30
